Brands,Type,SKU,MPN,Name,Description,Short description,Categories
Columbia Taping Tools,simple,CPFP,CPFP,Columbia X Graco PowerFill 3.5 Loading Pump,"<p>Note: This product is not eligible for rebates, wholesale pricing, or discounts and is only available in North America.</p> <p data-ogsb=""white"">Columbia Tools has partnered with Graco to bring you a Columbia Tools branded version of their already successful cordless powered loading pump for Columbia customers. The Columbia X Graco PowerFill is designed to fill all automatic taping and finishing tools with ease. The PowerFill system completely eliminates the need for manual pumping, allowing you to fill with just the push of a button.</p> <p data-ogsb=""white"">Say Goodbye to Hand Pumping. The single-button pumping mechanism reduces fatigue and minimizes the risk of injury associated with manual pumps. With a flow rate of up to 3.5 gpm, you can fill tools lightning-fast, and with the capability to pump up to 55 gallons on a single battery charge, you’ll have all-day performance. Plus, it’s programmable to automatically refill tools with Precision Fill.</p> <p data-ogsb=""white"">Bucket not included.</p> <p data-ogsb=""white""><strong>Features</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">SmartControl Pro with Programmable Precision Fill: Automatically refills your tools to your preset level.</li> <li data-ogsb=""white"" data-ogsc=""black"">One Button Pumping: Eliminates fatigue and potential injuries.</li> <li data-ogsb=""white"" data-ogsc=""black"">Hands-Free Continuous Run Mode: Ideal for transferring large quantities of material or self-cleaning.</li> <li data-ogsb=""white"" data-ogsc=""black"">Hi-Rise Fill Tube: Allows you to fill tools while standing upright, protecting your back and reducing fatigue. The tube rotates to position the outlet where needed, including above buckets to save space and contain drips.</li> <li data-ogsb=""white"" data-ogsc=""black"">Includes Filler Attachments: Designed for angle and flat boxes.</li> </ul> <p data-ogsb=""white""><strong>Powerstroke Pump</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">4X Life vs. Manual Pumps: Built for exceptional durability.</li> <li data-ogsb=""white"" data-ogsc=""black"">Fastest Tool Fills: Pumps up to 3.5 gpm for efficient filling.</li> <li data-ogsb=""white"" data-ogsc=""black"">Maintenance Free: Tool-less access for easy cleaning of the pump cylinder, inlet, and filter.</li> </ul> <p data-ogsb=""white""><strong>ProConnect Pump and Removable Powerhead</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">No-Tools Pump and Powerhead Removal: Easily detach the powerhead for storage and quick cleaning.</li> </ul> <p data-ogsb=""white""><strong>Powered by DEWALT®</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">Compatible with any 20V MAX Lithium-Ion DEWALT Battery: Pumps up to 55 gallons per charge for reliable all-day use.</li> </ul> <p data-ogsb=""white""><strong>Adjustable Bucket Stabilizer</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">No-Tools Adjustment: Fits most buckets and containers.</li> <li data-ogsb=""white"" data-ogsc=""black"">Oversized Foot Bracket and Stabilizer Arm: Keeps the pump secure and stable.</li> <li data-ogsb=""white"" data-ogsc=""black"">Convertible Outlet: Change from right to left-sided pump outlet in minutes</li> </ul> <p data-ogsb=""white""><strong>Specifications</strong></p> <ul> <li data-ogsb=""white"" data-ogsc=""black"">Version: 26B418</li> <li data-ogsb=""white"" data-ogsc=""black"">Max GPM (lpm): 3.5 (13.2)</li> <li data-ogsb=""white"" data-ogsc=""black"">Weight Lbs (Kg): 17 (7.7)</li> <li data-ogsb=""white"" data-ogsc=""black"">Pump: PowerStroke</li> <li data-ogsb=""white"" data-ogsc=""black"">Power/Battery: (1) DEWALT 20V MAX* COMPACT 2.0 ah Lithium-Ion Batteries and (1) Charger</li> <li data-ogsb=""white"" data-ogsc=""black"">Pump Outlet: Hi-Rise Fill Tube w/Box Filler</li> <li data-ogsb=""white"" data-ogsc=""black"">Precision Fill: Yes</li> <li data-ogsb=""white"" data-ogsc=""black"">Inlet Filter: Tool-less, 10 Mesh (1)</li> <li data-ogsb=""white"" data-ogsc=""black"">Adjustable Flow: Yes</li> <li data-ogsb=""white"" data-ogsc=""black"">Fits Container: Adjustable up to 5 (7-15″ Bucket Height Range)</li> </ul> <p data-ogsb=""white""><strong>Individual Part Numbers:</strong></p> <p data-ogsb=""white""> </p> <p data-ogsb=""white"">CPFP – Columbia PowerFill Pump (comes with box filler)</p> <p data-ogsb=""white"">CPFGN – Columbia PowerFill Gooseneck (sold seperately)</p>","Note: This product is not eligible for rebates, wholesale pricing, or discounts and is only available in North America.",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,simple,CR,CR,Columbia Inside Corner Roller,<p>Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.</p> <h4>FEATURES:</h4> <ul> <li>Innovative split wheel design</li> <li>Cast aluminum body</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,Our Inside Corner Roller offers the easiest roll in the industry.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,simple,CR12,CR12,Columbia Swivel Coupling Pin,"<p><strong>Columbia Swivel Coupling Pin</strong> is a genuine OEM hinge or pivot pin for Columbia Taping Tools automatic taping systems. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>CR12</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CR12</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM hinge or pivot pin — Columbia Swivel Coupling Pin. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CR12.,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,simple,CR6,CR6,Columbia Handle Mounting Swivel,<p><strong>Columbia Handle Mounting Swivel</strong> is a genuine OEM structural plate or bracket for Columbia Taping Tools automatic taping systems. This structural component provides the mounting reference or load path for adjoining parts within the tool assembly. Correct fitment is essential for maintaining dimensional accuracy and structural integrity.</p><p>Order by part number <strong>CR6</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CR6</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM structural plate or bracket — Columbia Handle Mounting Swivel. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CR6.,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,simple,CRA2,CRA2,Corner Roller Wheel Maintenance Kit,"<p><strong>Corner Roller Wheel Maintenance Kit</strong> is a genuine OEM roller or wheel component for Columbia Taping Tools automatic taping systems. This roller or wheel component maintains consistent tape crease geometry and pressure during application. Worn rollers produce uneven tape seating, edge lifting, and inconsistent corner profiles.</p><p>Order by part number <strong>CRA2</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CRA2</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM roller or wheel component — Corner Roller Wheel Maintenance Kit. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CRA2.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,simple,CS,CS,Columbia Sander Head,<p><strong>Columbia Sander Head</strong> is a genuine OEM tool head component for Columbia Taping Tools automatic taping systems. This head component is the primary working interface of the tool. It delivers compound at the specified geometry for the designated finishing operation. Correct head selection directly determines output quality and profile consistency.</p><p>Order by part number <strong>CS</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CS</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM tool head component — Columbia Sander Head. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CS.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CSH,CSH,Sander Head – CSH,<p><strong>Sander Head – CSH</strong> is a genuine OEM tool head component for Columbia Taping Tools automatic taping systems. This head component is the primary working interface of the tool. It delivers compound at the specified geometry for the designated finishing operation. Correct head selection directly determines output quality and profile consistency.</p><p>Order by part number <strong>CSH</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CSH</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM tool head component — Sander Head – CSH. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CSH.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT1,CT1,Columbia Taper Head Casting,<p><strong>Columbia Taper Head Casting</strong> is a genuine OEM tool head component for Columbia Taping Tools automatic taping systems. This head component is the primary working interface of the tool. It delivers compound at the specified geometry for the designated finishing operation. Correct head selection directly determines output quality and profile consistency.</p><p>Order by part number <strong>CT1</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CT1</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM tool head component — Columbia Taper Head Casting. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT1.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT10,CT10,Columbia Taper Crimping Arm Bushing Right,"<p><strong>Columbia Taper Crimping Arm Bushing Right</strong> is a genuine OEM precision bushing for Columbia Taping Tools automatic taping systems. This precision-machined bushing reduces rotational friction and maintains bore alignment within the tool assembly. Worn bushings cause play, misalignment, and accelerated wear on adjoining components.</p><p>Order by part number <strong>CT10</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CT10</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM precision bushing — Columbia Taper Crimping Arm Bushing Right. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT10.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT103,CT103,Columbia Taper Barrel Main Body,<p>The Columbia Taping Tools Columbia Taper Barrel Main Body (Part #CT103) is a genuine OEM replacement component for Columbia automatic taping and drywall finishing systems. This exact-fit part ensures proper tool operation and restores your equipment to original performance standards. Use genuine Columbia OEM components for the best fit and long-lasting results.</p>,Genuine Columbia Taping Tools OEM replacement part — Columbia Taper Barrel Main Body. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT103.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT105,CT105,Columbia Taper Crimper Lever,<p>The Columbia Taping Tools Columbia Taper Crimper Lever (Part #CT105) is a genuine OEM replacement component for Columbia automatic taping and drywall finishing systems. This exact-fit part ensures proper tool operation and restores your equipment to original performance standards. Use genuine Columbia OEM components for the best fit and long-lasting results.</p>,Genuine Columbia Taping Tools OEM replacement part — Columbia Taper Crimper Lever. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT105.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT106,CT106,Columbia Taper Bearing Shaft,"<p><strong>Columbia Taper Bearing Shaft</strong> is a genuine OEM cam or drive mechanism for Columbia Taping Tools automatic taping systems. This precision mechanical component is part of the tool's drive or actuation system. Wear or damage to cam and drive parts degrades motion accuracy, causing irregular compound output or tape feed issues.</p><p>Order by part number <strong>CT106</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CT106</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM cam or drive mechanism — Columbia Taper Bearing Shaft. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT106.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT107,CT107,Columbia Taper Piston Body,<p>The Columbia Taping Tools Columbia Taper Piston Body (Part #CT107) is a genuine OEM replacement component for Columbia automatic taping and drywall finishing systems. This exact-fit part ensures proper tool operation and restores your equipment to original performance standards. Use genuine Columbia OEM components for the best fit and long-lasting results.</p>,Genuine Columbia Taping Tools OEM replacement part — Columbia Taper Piston Body. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT107.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT109,CT109,Columbia Taper Cable Retaining Nut,<p>The Columbia Taping Tools Columbia Taper Cable Retaining Nut (Part #CT109) is a genuine OEM replacement component for Columbia automatic taping and drywall finishing systems. This exact-fit part ensures proper tool operation and restores your equipment to original performance standards. Use genuine Columbia OEM components for the best fit and long-lasting results.</p>,Genuine Columbia Taping Tools OEM replacement part — Columbia Taper Cable Retaining Nut. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT109.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT10A,CT10A,Columbia Taper Crimping Arm Bushing Left,"<p><strong>Columbia Taper Crimping Arm Bushing Left</strong> is a genuine OEM precision bushing for Columbia Taping Tools automatic taping systems. This precision-machined bushing reduces rotational friction and maintains bore alignment within the tool assembly. Worn bushings cause play, misalignment, and accelerated wear on adjoining components.</p><p>Order by part number <strong>CT10A</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CT10A</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM precision bushing — Columbia Taper Crimping Arm Bushing Left. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT10A.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,simple,CT11,CT11,Columbia Taper Mud Guard Plate,<p><strong>Columbia Taper Mud Guard Plate</strong> is a genuine OEM structural plate or bracket for Columbia Taping Tools automatic taping systems. This structural component provides the mounting reference or load path for adjoining parts within the tool assembly. Correct fitment is essential for maintaining dimensional accuracy and structural integrity.</p><p>Order by part number <strong>CT11</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CT11</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM structural plate or bracket — Columbia Taper Mud Guard Plate. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CT11.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
