"sku","mpn","name","manufacturer","style","price","in_stock","short_description","full_description","image_urls","product_url"
"14153","CAA-TT","TapeTech Angle Box Handle Adapter CAA-TT","TapeTech","","$45.00","No","","The TapeTech CAA-TT retrofits any 35TT or 50TT corner applicator box to the new FHTT & XHT D-Shape handles. The D-Shape locks in, and will not allow box side-to-side movement during use","https://www.shopamestools.com/Item_Images_AMES/14153_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14153_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14153_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14153_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14153_media_5.jpg","https://www.shopamestools.com/TapeTech-CAATT-Corner-Applicator-Adapter"
"14154","CFA-TT","TapeTech Corner Finisher Handle Adapter CFA-TT","TapeTech","","$49.00","No","","The TapeTech CFA-TT Corner Finisher Adapter screws onto the new FHTT & XHTT interchangeable support handles, and allows attachment of any angle head corner finisher.","https://www.shopamestools.com/Item_Images_AMES/14154_media_1.jpg","https://www.shopamestools.com/TapeTech-CFATT-Corner-Finisher-Adapter"
"14155","NSA-TT","TapeTech Nail Spotter Handle Adapter NSA-TT","TapeTech","","$40.00","No","","The TapeTech NSA-TT Nail Spotter Adapter adapts older style Nail Spotters (Models 60TT, 63TT, 65TT, 68TT) to the new FHTT & XHTT interchangeable handle system.","https://www.shopamestools.com/Item_Images_AMES/14155_media_1.jpg","https://www.shopamestools.com/TapeTech-NSATT-Nail-Spotter-Adapter"
"14166","NS02TT","TapeTech 2"" EasyClean Nail Spotter NS02TT","TapeTech","","$278.00","No","","TapeTech 2"" EasyClean® Nail Spotter NS02TT Allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyClean® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean® Lid and Gasket for Quick Cleanup Durable Stainless Steel Construction Traditional Style Skid Plate Easily Attaches to Both FHTT and XHTT Interchangeable Handles Includes NSA-TT Nail Spotter Adapter","https://www.shopamestools.com/Item_Images_AMES/14166_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14166_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14166_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14166_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14166_media_5.jpg","https://www.shopamestools.com/TapeTech-2in-Nail-Spotter-Head"
"14167","NS03TT","TapeTech 3"" EasyClean Nail Spotter NS03TT","TapeTech","","$289.00","No","","TapeTech 3"" EasyClean® Nail Spotter NS02TT Allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyClean® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean® Lid and Gasket for Quick Cleanup Durable Stainless Steel Construction Traditional Style Skid Plate Easily Attaches to Both FHTT and XHTT Interchangeable Handles Includes NSA-TT Nail Spotter Adapter","https://www.shopamestools.com/Item_Images_AMES/14167_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14167_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14167_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14167_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14167_media_5.jpg","https://www.shopamestools.com/TapeTech-3in-Nail-Spotter-Head"
"14168","CA07TT","TapeTech 7"" Angle Box CA07TT","TapeTech","","$315.00","No","","TapeTech 7"" Angle Box CA07TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 7"" model is slightly more compact than the 8"" model, and easier to use in tight areas. The new CA07TT requires an XHT/FHTT handle (not included), and will not adapt to earlier TapeTech or similar handles. Features: Lighter and More Agile Than The 8"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads","https://www.shopamestools.com/Item_Images_AMES/14168_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14168_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14168_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14168_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14168_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/14168_media_6.jpg","https://www.shopamestools.com/TapeTech-Corner-Applicator-Head-CA07TT"
"14169","CA08TT","TapeTech 8"" Angle Box CA08TT","TapeTech","","$330.00","No","","TapeTech 8"" Angle Box CA08TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. The new CA08TT requires an XHT/FHTT handle, and will not adapt to earlier TapeTech or similar handles (not included). Features: Higher Mud Capacity Than The 7"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads","https://www.shopamestools.com/Item_Images_AMES/14169_TTCA08TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/14169_TTCA08TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/14169_TTCA08TT_003.jpg | https://www.shopamestools.com/Item_Images_AMES/14169_TTCA08TT_004.jpg","https://www.shopamestools.com/TapeTech-Corner-Applicator-Head-CA08TT"
"14247","FHTT/CFA","TapeTech Fiberglass Angle Head Handle FHTT/CFA","TapeTech","","$108.00","Yes","","TapeTech FHTT/CFA is an all-new fiberglass angle head handle that is part of an interchangeable handle system. One support handle can be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech FHTT/CFA Interchangeable Handle Kit Features: Includes the CFA adapter for corner finishers or corner flushers Use a single handle with attachments for a variety of tools. 1.25"" Diameter is comfortable and ergonomic D-Shaped fitting end that eliminates corner box movement Extremely light fiberglass (1.2 lbs) and 43"" overall length Handle Fitments and Adapters: The Corner Applicator adapter (CAA-TT) is included with the new Corner Applicators (CA07TT and CA08TT). Or you can purchase it separately to use the new handle system with your existing Corner Applicators. The Nail Spotter adapter (NSA-TT) is included with the new Nail Spotters (Models NS02TT and NS03TT). Or you can purchase it separately to use the new handle system with your existing Nail Spotters. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter.","https://www.shopamestools.com/Item_Images_AMES/14247_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14247_media_2.jpg","https://www.shopamestools.com/TapeTech-Angle-Head-Handle-FHTT"
"14248","FHTT/NSA","TapeTech Fiberglass Nail Spotter Handle FHTT/NSA","TapeTech","","$99.00","Yes","","TapeTech FHTT/NSA is an all-new fiberglass nail spotter handle that is part of an interchangeable handle system. One support handle can be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech FHTT/NSA Interchangeable Handle Kit Features: Includes the NSA adapter for nail spotter heads Use a single handle with attachments for a variety of tools. 1.25"" Diameter is comfortable and ergonomic D-Shaped fitting end that eliminates corner box movement Extremely light fiberglass (1.2 lbs) and 43"" overall length Handle Fitments and Adapters: The Corner Applicator adapter (CAA-TT) is included with the new Corner Applicators (CA07TT and CA08TT). Or you can purchase it separately to use the new handle system with your existing Corner Applicators. The Nail Spotter adapter (NSA-TT) is included with the new Nail Spotters (Models NS02TT and NS03TT). Or you can purchase it separately to use the new handle system with your existing Nail Spotters. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter.","https://www.shopamestools.com/Item_Images_AMES/14248_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14248_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14248_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14248_media_5.jpg","https://www.shopamestools.com/TapeTech-Nail-Spotter-Handle-NSA"
"14249","XHTT/CFA","TapeTech Extendable Angle Head Handle XHTT/CFA","TapeTech","","$228.00","Yes","","TapeTech XHTT/CFA is an all-new aluminum extendable angle head handle that is part of an interchangeable handle system. One support handle can be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech XHTT/CFA Interchangeable Handle Kit Features: Includes the CFA adapter for corner finishers or corner flushers Extendable from 43""-77"" Lightweight and maneuverable at only 2.15 lbs Use a single handle with attachments for a variety of tools. 1.25"" Diameter is comfortable and ergonomic D-Shaped fitting end that eliminates corner box movement Handle Fitments and Adapters: The Corner Applicator adapter (CAA-TT) is included with the new Corner Applicators (CA07TT and CA08TT). Or you can purchase it separately to use the new handle system with your existing Corner Applicators. The Nail Spotter adapter (NSA-TT) is included with the new Nail Spotters (Models NS02TT and NS03TT). Or you can purchase it separately to use the new handle system with your existing Nail Spotters. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter.","https://www.shopamestools.com/Item_Images_AMES/14249_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14249_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14249_media_3.jpg","https://www.shopamestools.com/TapeTech-Extendable-Angle-Head-Handle-XHT"
